Date,P,D,E,CPI,Fraction,Rate_GS10,Real_Price,Real_Dividend,Real_Total_Return_Price,Real_Earnings,Real_Scaled_Earnings,CAPE,TR_CAPE,Excess_CAPE_Yield,Monthly_Total_Returns,Real_Total_Returns,Annualized_Stock_Real_Return_10Y,Annualized_Bonds_Real_Return_10Y,Real_Excess_Annualized_Returns_10Y
1906.02,9.8,0.34,0.69,8.47,1906.12,3.45,370.5,12.92,"2,146.89",25.9,150.06,19.87,23.75,4.16%,1.0,6.55,2.41%,1.42%,0.98%
1906.03,9.56,0.35,0.69,8.47,1906.21,3.47,361.43,13.14,"2,100.66",26.18,152.17,19.26,23.02,4.30%,1.0,6.56,2.54%,1.34%,1.21%
1906.04,9.43,0.35,0.7,8.47,1906.29,3.49,356.51,13.36,"2,078.56",26.46,154.29,18.88,22.56,4.54%,1.0,6.57,2.48%,1.25%,1.23%
1906.05,9.18,0.36,0.71,8.56,1906.37,3.51,343.2,13.43,"2,007.49",26.45,154.72,18.05,21.57,5.02%,1.0,6.5,3.01%,1.28%,1.74%
1906.06,9.3,0.37,0.72,8.56,1906.46,3.53,347.69,13.65,"2,040.39",26.73,156.87,18.17,21.72,5.12%,1.0,6.51,2.89%,1.19%,1.70%
1906.07,9.06,0.37,0.72,8.28,1906.54,3.55,350.4,14.34,"2,063.28",27.94,164.54,18.2,21.75,4.75%,1.0,6.74,2.68%,0.86%,1.82%
1906.08,9.73,0.38,0.73,8.47,1906.62,3.57,367.85,14.24,"2,173.07",27.6,163.04,18.97,22.67,4.74%,1.0,6.6,2.18%,1.00%,1.18%
1906.09,10.03,0.38,0.74,8.56,1906.71,3.59,374.98,14.3,"2,222.22",27.57,163.4,19.2,22.94,4.77%,1.0,6.53,2.22%,0.94%,1.28%
1906.1,9.73,0.39,0.75,8.75,1906.79,3.61,355.86,14.2,"2,115.89",27.25,162.01,18.1,21.62,4.99%,1.0,6.4,2.90%,0.99%,1.91%
1906.11,9.93,0.39,0.75,8.85,1906.87,3.63,359.27,14.26,"2,143.24",27.23,162.42,18.14,21.68,4.76%,1.0,6.34,2.87%,0.94%,1.93%
1906.12,9.84,0.4,0.76,8.94,1906.96,3.65,352.22,14.32,"2,108.34",27.2,162.84,17.66,21.11,5.00%,1.0,6.28,2.58%,0.97%,1.61%
1907.01,9.56,0.4,0.75,8.85,1907.04,3.67,345.88,14.59,"2,077.65",27.2,163.37,17.22,20.6,5.32%,1.0,6.36,2.45%,0.78%,1.67%
1907.02,9.26,0.41,0.74,9.04,1907.12,3.69,327.97,14.4,"1,977.29",26.33,158.72,16.22,19.41,5.88%,1.0,6.23,2.16%,0.74%,1.42%
1907.03,8.35,0.41,0.74,8.94,1907.21,3.7,298.89,14.68,"1,809.32",26.31,159.26,14.69,17.6,6.40%,1.0,6.31,3.44%,0.62%,2.81%
1907.04,8.39,0.41,0.73,8.94,1907.29,3.72,300.32,14.79,"1,825.45",26.01,158.11,14.67,17.59,6.54%,1.0,6.32,2.74%,0.13%,2.61%
1907.05,8.1,0.42,0.72,9.13,1907.37,3.74,283.9,14.61,"1,733.03",25.18,153.68,13.79,16.56,7.33%,1.0,6.2,2.82%,0.18%,2.64%
1907.06,7.84,0.42,0.71,9.23,1907.46,3.75,271.96,14.57,"1,667.53",24.63,151.01,13.14,15.81,7.78%,1.0,6.15,3.32%,0.12%,3.20%
1907.07,8.14,0.42,0.7,9.23,1907.54,3.77,282.36,14.68,"1,738.84",24.34,149.9,13.59,16.36,7.52%,1.0,6.16,2.82%,0.28%,2.55%
1907.08,7.53,0.43,0.69,9.23,1907.62,3.79,261.2,14.8,"1,616.13",24.05,148.8,12.51,15.09,7.67%,1.0,6.17,3.17%,0.12%,3.06%
1907.09,7.45,0.43,0.69,9.23,1907.71,3.8,258.43,14.92,"1,606.65",23.76,147.73,12.33,14.9,7.48%,1.0,6.18,2.56%,-0.11%,2.68%
1907.1,6.64,0.43,0.68,9.32,1907.79,3.82,227.98,14.88,"1,425.06",23.23,145.23,10.83,13.12,8.83%,1.0,6.13,3.14%,-0.16%,3.31%
1907.11,6.25,0.44,0.67,8.94,1907.87,3.84,223.72,15.63,"1,406.58",23.92,150.4,10.59,12.86,8.60%,1.0,6.4,2.47%,-0.58%,3.05%
1907.12,6.57,0.44,0.66,8.75,1907.96,3.85,240.29,16.09,"1,519.17",24.14,152.61,11.33,13.8,7.74%,1.0,6.55,1.26%,-0.95%,2.21%
1908.01,6.85,0.44,0.65,8.66,1908.04,3.87,253.28,16.15,"1,609.83",24.16,153.53,11.9,14.52,7.19%,1.0,6.64,1.13%,-1.27%,2.40%
1908.02,6.6,0.43,0.65,8.56,1908.12,3.86,246.75,16.2,"1,576.89",24.18,154.51,11.55,14.13,7.19%,1.0,6.74,1.65%,-1.45%,3.10%
1908.03,6.87,0.43,0.64,8.56,1908.21,3.85,256.84,16.08,"1,649.96",23.93,153.71,11.98,14.68,6.89%,1.0,6.76,1.13%,-1.37%,2.51%
1908.04,7.24,0.43,0.63,8.66,1908.29,3.84,267.7,15.78,"1,728.16",23.42,151.17,12.45,15.28,6.70%,1.0,6.71,0.50%,-1.40%,1.90%
1908.05,7.63,0.42,0.63,8.66,1908.37,3.83,282.12,15.65,"1,829.67",23.17,150.28,13.08,16.07,5.63%,1.0,6.74,0.10%,-1.61%,1.71%
1908.06,7.64,0.42,0.62,8.66,1908.46,3.82,282.49,15.53,"1,840.46",22.92,149.36,13.05,16.06,6.35%,1.0,6.77,-0.01%,-1.74%,1.73%
1908.07,7.92,0.42,0.61,8.75,1908.54,3.82,289.66,15.24,"1,895.45",22.43,146.78,13.35,16.44,6.45%,1.0,6.72,-0.42%,-1.89%,1.47%
1908.08,8.26,0.41,0.61,8.75,1908.62,3.81,302.09,15.12,"1,985.06",22.19,145.8,13.88,17.12,6.17%,1.0,6.75,-0.92%,-2.08%,1.16%
1908.09,8.17,0.41,0.6,8.75,1908.71,3.8,298.8,14.99,"1,971.64",21.94,144.8,13.7,16.92,6.27%,1.0,6.77,-1.03%,-2.27%,1.24%
1908.1,8.27,0.41,0.59,8.85,1908.79,3.79,299.21,14.71,"1,982.42",21.47,142.22,13.69,16.92,6.40%,1.0,6.73,-0.80%,-2.34%,1.55%
1908.11,8.83,0.4,0.59,8.94,1908.87,3.78,316.07,14.44,"2,102.11",21.0,139.67,14.44,17.85,6.14%,1.0,6.68,-1.25%,-2.42%,1.16%
1908.12,9.03,0.4,0.58,9.04,1908.96,3.77,319.83,14.17,"2,134.94",20.54,137.13,14.58,18.04,6.04%,1.0,6.64,-1.66%,-2.43%,0.76%
1909.01,9.06,0.4,0.6,8.94,1909.04,3.76,324.3,14.44,"2,172.85",21.3,142.7,14.76,18.28,5.86%,1.0,6.73,-1.84%,-2.53%,0.69%
1909.02,8.8,0.41,0.61,9.04,1909.12,3.77,311.68,14.4,"2,096.32",21.61,145.31,14.17,17.55,5.96%,1.0,6.68,-1.21%,-2.26%,1.05%
1909.03,8.92,0.41,0.63,9.04,1909.21,3.79,315.93,14.52,"2,133.04",22.14,149.46,14.34,17.77,5.86%,1.0,6.69,-1.15%,-2.39%,1.24%
1909.04,9.32,0.41,0.64,9.23,1909.29,3.8,323.29,14.34,"2,190.82",22.2,150.44,14.65,18.16,5.77%,1.0,6.57,-1.22%,-2.38%,1.17%
1909.05,9.63,0.42,0.66,9.32,1909.37,3.81,330.64,14.31,"2,248.67",22.49,152.95,14.95,18.55,5.73%,1.0,6.51,-0.88%,-2.41%,1.53%
1909.06,9.8,0.42,0.67,9.42,1909.46,3.82,333.08,14.27,"2,273.33",22.77,155.42,15.04,18.66,5.64%,1.0,6.46,-0.68%,-2.33%,1.65%
1909.07,9.94,0.42,0.69,9.42,1909.54,3.84,337.83,14.39,"2,313.99",23.28,159.47,15.23,18.9,5.41%,1.0,6.48,-0.78%,-2.62%,1.85%
1909.08,10.18,0.43,0.7,9.51,1909.62,3.85,342.53,14.36,"2,354.35",23.55,161.89,15.42,19.13,5.29%,1.0,6.43,-1.75%,-2.70%,0.95%
1909.09,10.19,0.43,0.72,9.61,1909.71,3.86,339.47,14.33,"2,341.55",23.82,164.3,15.25,18.93,5.05%,1.0,6.38,-1.55%,-2.68%,1.12%
1909.1,10.23,0.43,0.73,9.8,1909.79,3.87,334.19,14.15,"2,313.23",23.85,165.07,14.99,18.6,5.23%,1.0,6.27,-1.06%,-2.66%,1.60%
1909.11,10.18,0.44,0.75,9.9,1909.87,3.89,329.36,14.13,"2,287.93",24.1,167.44,14.75,18.29,5.30%,1.0,6.22,-1.41%,-2.79%,1.37%
1909.12,10.3,0.44,0.76,9.99,1909.96,3.9,330.06,14.1,"2,301.01",24.35,169.78,14.75,18.3,5.26%,1.0,6.17,-1.93%,-2.92%,0.99%
1910.01,10.08,0.44,0.76,9.9,1910.04,3.91,326.12,14.32,"2,281.84",24.51,171.48,14.55,18.05,5.24%,1.0,6.25,-2.10%,-3.22%,1.12%
1910.02,9.72,0.45,0.76,9.9,1910.12,3.92,314.47,14.4,"2,208.74",24.43,171.56,14.0,17.37,5.38%,1.0,6.26,-2.67%,-3.32%,0.65%
1910.03,9.96,0.45,0.75,10.09,1910.21,3.92,316.16,14.2,"2,228.90",23.89,168.4,14.05,17.44,5.55%,1.0,6.16,-2.15%,-3.23%,1.08%
1910.04,9.72,0.45,0.75,10.18,1910.29,3.93,305.66,14.15,"2,163.17",23.58,166.91,13.56,16.83,5.90%,1.0,6.12,-2.18%,-3.42%,1.24%
1910.05,9.56,0.45,0.75,9.99,1910.37,3.93,306.35,14.5,"2,176.63",23.95,170.19,13.57,16.85,5.94%,1.0,6.26,-2.96%,-3.74%,0.78%
1910.06,9.1,0.46,0.75,9.9,1910.46,3.94,294.41,14.72,"2,100.54",24.1,171.97,13.02,16.18,6.27%,1.0,6.33,-2.87%,-3.96%,1.09%
1910.07,8.64,0.46,0.74,9.9,1910.54,3.95,279.53,14.8,"2,003.16",24.02,172.15,12.34,15.35,6.56%,1.0,6.35,-2.32%,-3.91%,1.59%
1910.08,8.85,0.46,0.74,9.8,1910.62,3.95,289.11,15.03,"2,080.74",24.17,173.98,12.75,15.86,6.33%,1.0,6.43,-2.79%,-3.76%,0.97%
1910.09,8.91,0.46,0.74,9.7,1910.71,3.96,293.92,15.26,"2,124.54",24.33,175.85,12.94,16.11,5.98%,1.0,6.51,-2.46%,-3.71%,1.25%
1910.1,9.32,0.47,0.74,9.42,1910.79,3.96,316.76,15.8,"2,299.16",24.98,181.32,13.92,17.34,5.25%,1.0,6.73,-3.11%,-3.94%,0.83%
1910.11,9.31,0.47,0.73,9.23,1910.87,3.97,322.95,16.22,"2,353.87",25.41,185.2,14.16,17.65,4.91%,1.0,6.89,-3.74%,-4.08%,0.35%
1910.12,9.05,0.47,0.73,9.23,1910.96,3.97,313.93,16.3,"2,298.04",25.32,185.37,13.74,17.14,5.25%,1.0,6.91,-4.15%,-3.88%,-0.27%
1911.01,9.27,0.47,0.72,9.23,1911.04,3.98,321.56,16.3,"2,363.84",24.92,183.17,14.05,17.53,4.96%,1.0,6.93,-3.75%,-3.68%,-0.08%
1911.02,9.43,0.47,0.71,8.94,1911.12,3.98,337.55,16.82,"2,491.69",25.3,186.73,14.72,18.37,4.44%,1.0,7.17,-3.96%,-3.61%,-0.35%
1911.03,9.32,0.47,0.7,9.04,1911.21,3.99,330.1,16.65,"2,446.94",24.62,182.47,14.37,17.94,4.71%,1.0,7.12,-3.92%,-3.39%,-0.53%
1911.04,9.28,0.47,0.68,8.75,1911.29,3.99,339.4,17.19,"2,526.49",24.99,186.03,14.75,18.43,4.33%,1.0,7.37,-4.03%,-3.54%,-0.49%
1911.05,9.48,0.47,0.67,8.75,1911.37,3.99,346.71,17.19,"2,591.61",24.57,183.63,15.05,18.81,4.19%,1.0,7.39,-3.71%,-3.26%,-0.45%
1911.06,9.67,0.47,0.66,8.75,1911.46,3.99,353.66,17.19,"2,654.26",24.14,181.16,15.33,19.16,4.07%,1.0,7.42,-4.63%,-3.15%,-1.48%
1911.07,9.63,0.47,0.65,8.85,1911.54,4.0,348.41,17.0,"2,625.51",23.46,176.75,15.08,18.86,4.15%,1.0,7.36,-4.55%,-3.04%,-1.51%
1911.08,9.17,0.47,0.64,9.13,1911.62,4.0,321.4,16.47,"2,432.30",22.32,168.88,13.9,17.39,4.91%,1.0,7.15,-3.88%,-2.68%,-1.20%
1911.09,8.67,0.47,0.63,9.23,1911.71,4.0,300.75,16.3,"2,286.26",21.68,164.81,13.0,16.28,5.39%,1.0,7.1,-2.88%,-2.41%,-0.47%
1911.1,8.72,0.47,0.61,9.23,1911.79,4.0,302.48,16.3,"2,309.78",21.27,162.45,13.07,16.38,5.34%,1.0,7.12,-2.79%,-2.35%,-0.44%
1911.11,9.07,0.47,0.6,9.13,1911.87,4.01,317.9,16.47,"2,437.98",21.09,161.73,13.73,17.23,4.75%,1.0,7.22,-2.70%,-2.34%,-0.36%
1911.12,9.11,0.47,0.59,9.04,1911.96,4.01,322.66,16.65,"2,485.15",20.9,160.95,13.93,17.49,4.41%,1.0,7.32,-2.44%,-2.33%,-0.11%
1912.01,9.12,0.47,0.6,9.13,1912.04,4.01,319.65,16.5,"2,472.55",21.0,162.45,13.79,17.34,4.70%,1.0,7.27,-2.12%,-1.94%,-0.18%
1912.02,9.04,0.47,0.61,9.23,1912.12,4.05,313.58,16.36,"2,436.15",21.1,163.93,13.53,17.02,4.91%,1.0,7.19,-1.71%,-1.81%,0.10%
1912.03,9.3,0.47,0.62,9.42,1912.21,4.08,316.08,16.06,"2,465.98",20.99,163.74,13.64,17.17,5.03%,1.0,7.05,-1.30%,-1.46%,0.16%
1912.04,9.59,0.47,0.63,9.7,1912.29,4.12,316.35,15.61,"2,478.24",20.67,161.95,13.65,17.2,5.16%,1.0,6.85,-0.72%,-1.14%,0.42%
1912.05,9.58,0.47,0.64,9.7,1912.37,4.16,316.02,15.64,"2,485.87",20.97,164.98,13.65,17.2,5.01%,1.0,6.85,-0.32%,-1.11%,0.79%
1912.06,9.58,0.48,0.65,9.61,1912.46,4.19,319.15,15.82,"2,520.86",21.49,169.72,13.79,17.38,4.68%,1.0,6.92,-0.51%,-1.19%,0.68%
1912.07,9.59,0.48,0.65,9.61,1912.54,4.23,319.48,15.85,"2,533.92",21.79,172.86,13.8,17.41,4.64%,1.0,6.92,-0.50%,-1.22%,0.72%
1912.08,9.81,0.48,0.66,9.7,1912.62,4.27,323.61,15.73,"2,577.03",21.88,174.24,13.98,17.65,4.72%,1.0,6.86,-0.13%,-0.98%,0.84%
1912.09,9.86,0.48,0.67,9.8,1912.71,4.3,322.1,15.6,"2,575.36",21.97,175.65,13.93,17.58,4.70%,1.0,6.8,0.18%,-0.85%,1.03%
1912.1,9.84,0.48,0.68,9.8,1912.79,4.34,321.45,15.62,"2,580.55",22.27,178.78,13.91,17.56,3.99%,1.0,6.8,0.36%,-0.89%,1.25%
1912.11,9.73,0.48,0.69,9.8,1912.87,4.38,317.85,15.65,"2,562.17",22.57,181.91,13.75,17.37,4.37%,1.0,6.81,-0.09%,-0.92%,0.83%
1912.12,9.38,0.48,0.7,9.7,1912.96,4.41,309.42,15.83,"2,504.87",23.09,186.93,13.39,16.92,4.31%,1.0,6.88,0.10%,-1.05%,1.15%
1913.01,9.3,0.48,0.69,9.8,1913.04,4.45,303.81,15.68,"2,469.96",22.68,184.37,13.15,16.62,4.40%,1.01,6.82,0.49%,-0.87%,1.36%
1913.02,8.97,0.48,0.69,9.8,1913.12,4.43,293.03,15.68,"2,392.94",22.48,183.62,12.68,16.04,4.71%,1.01,6.85,1.27%,-0.87%,2.15%
1913.03,8.8,0.48,0.68,9.8,1913.21,4.4,287.47,15.68,"2,358.26",22.3,182.9,12.44,15.75,5.22%,1.01,6.89,1.63%,-0.87%,2.50%
1913.04,8.79,0.48,0.68,9.8,1913.29,4.38,287.15,15.68,"2,366.30",22.11,182.17,12.43,15.74,5.25%,1.01,6.93,1.22%,-0.93%,2.15%
1913.05,8.55,0.48,0.67,9.7,1913.37,4.35,282.19,15.84,"2,336.30",22.14,183.3,12.22,15.49,5.54%,1.01,7.04,0.91%,-1.03%,1.94%
1913.06,8.12,0.48,0.67,9.8,1913.46,4.33,265.26,15.68,"2,206.98",21.72,180.74,11.49,14.58,6.19%,1.01,7.01,1.09%,-0.99%,2.08%
1913.07,8.23,0.48,0.66,9.9,1913.54,4.31,266.14,15.52,"2,225.05",21.32,178.22,11.53,14.65,6.29%,1.01,6.98,0.60%,-1.00%,1.60%
1913.08,8.45,0.48,0.65,9.9,1913.62,4.28,273.25,15.52,"2,295.34",21.13,177.46,11.85,15.06,6.08%,1.01,7.02,0.45%,-0.95%,1.39%
1913.09,8.53,0.48,0.65,10.0,1913.71,4.26,273.08,15.37,"2,304.66",20.73,174.94,11.84,15.07,6.10%,1.01,6.98,0.46%,-0.90%,1.37%
1913.1,8.26,0.48,0.64,10.0,1913.79,4.23,264.44,15.37,"2,242.51",20.54,174.22,11.47,14.61,6.51%,1.01,7.02,0.59%,-0.96%,1.55%
1913.11,8.05,0.48,0.64,10.1,1913.87,4.21,255.16,15.21,"2,174.61",20.15,171.75,11.07,14.12,7.07%,1.01,6.99,1.25%,-0.86%,2.11%
1913.12,8.04,0.48,0.63,10.0,1913.96,4.18,257.39,15.37,"2,204.55",20.17,172.74,11.17,14.27,6.91%,1.01,7.1,1.50%,-0.96%,2.46%
1914.01,8.37,0.48,0.62,10.0,1914.04,4.16,267.96,15.21,"2,305.88",19.87,171.03,11.64,14.88,6.34%,1.0,7.14,1.42%,-0.96%,2.38%
1914.02,8.48,0.47,0.61,9.9,1914.12,4.17,274.22,15.2,"2,370.69",19.78,171.01,11.91,15.24,5.80%,1.0,7.23,1.29%,-0.99%,2.28%
1914.03,8.32,0.47,0.6,9.9,1914.21,4.17,269.05,15.04,"2,336.79",19.48,169.22,11.69,14.97,6.07%,1.0,7.25,1.35%,-0.91%,2.27%
1914.04,8.12,0.46,0.59,9.8,1914.29,4.18,265.26,15.03,"2,314.76",19.38,169.13,11.52,14.78,6.20%,1.0,7.35,1.33%,-0.94%,2.26%
1914.05,8.17,0.46,0.58,9.9,1914.37,4.19,264.2,14.71,"2,316.19",18.89,165.62,11.48,14.74,6.57%,1.0,7.3,1.34%,-0.82%,2.16%
1914.06,8.13,0.45,0.58,9.9,1914.46,4.19,262.9,14.55,"2,315.48",18.59,163.76,11.43,14.69,6.60%,1.0,7.32,1.58%,-0.80%,2.39%
1914.07,7.68,0.45,0.57,10.0,1914.54,4.2,245.87,14.25,"2,175.90",18.11,160.3,10.69,13.77,7.30%,1.0,7.26,2.67%,-0.74%,3.42%
1914.08,7.68,0.44,0.56,10.2,1914.62,4.21,241.05,13.81,"2,143.42",17.47,155.37,10.49,13.53,7.55%,1.0,7.14,3.29%,-0.47%,3.76%
1914.09,7.68,0.44,0.55,10.2,1914.71,4.21,241.05,13.65,"2,153.54",17.18,153.52,10.5,13.56,7.42%,1.0,7.16,3.13%,-0.51%,3.64%
1914.1,7.68,0.43,0.54,10.1,1914.79,4.22,243.43,13.63,"2,185.01",17.06,153.15,10.61,13.72,7.21%,1.0,7.26,2.84%,-0.65%,3.49%
1914.11,7.68,0.43,0.53,10.2,1914.87,4.23,241.05,13.34,"2,173.56",16.61,149.77,10.52,13.62,7.16%,1.0,7.21,3.50%,-0.54%,4.04%
1914.12,7.35,0.42,0.52,10.1,1914.96,4.23,232.97,13.31,"2,110.77",16.48,149.33,10.17,13.19,7.38%,1.0,7.3,4.34%,-0.68%,5.01%
1915.01,7.48,0.42,0.55,10.1,1915.04,4.24,237.09,13.34,"2,158.17",17.43,158.69,10.36,13.46,7.19%,1.0,7.32,4.57%,-0.66%,5.23%
1915.02,7.38,0.42,0.58,10.0,1915.12,4.22,236.26,13.5,"2,160.85",18.57,169.82,10.33,13.44,7.13%,1.0,7.43,4.75%,-0.71%,5.46%
1915.03,7.57,0.42,0.61,9.9,1915.21,4.21,244.79,13.66,"2,249.29",19.73,181.25,10.71,13.94,6.82%,1.0,7.54,4.04%,-0.87%,4.91%
1915.04,8.14,0.42,0.64,10.0,1915.29,4.19,260.59,13.55,"2,404.84",20.49,189.08,11.4,14.86,6.37%,1.0,7.5,3.35%,-0.71%,4.06%
1915.05,7.95,0.42,0.67,10.1,1915.37,4.18,251.99,13.45,"2,335.80",21.24,196.85,11.03,14.38,6.90%,1.0,7.46,3.96%,-0.67%,4.64%
1915.06,8.04,0.43,0.7,10.1,1915.46,4.16,254.84,13.47,"2,372.64",22.19,206.57,11.15,14.55,6.81%,1.0,7.5,3.91%,-0.79%,4.70%
1915.07,8.01,0.43,0.73,10.1,1915.54,4.15,253.89,13.5,"2,374.26",23.14,216.38,11.11,14.5,6.86%,1.0,7.54,4.12%,-0.91%,5.03%
1915.08,8.35,0.43,0.76,10.1,1915.62,4.13,264.67,13.53,"2,485.58",24.09,226.23,11.58,15.11,6.40%,1.0,7.57,3.83%,-0.91%,4.74%
1915.09,8.66,0.43,0.79,10.1,1915.71,4.11,274.5,13.55,"2,588.47",25.04,236.13,12.01,15.66,6.22%,1.0,7.61,3.69%,-0.92%,4.60%
1915.1,9.14,0.43,0.82,10.2,1915.79,4.1,286.87,13.44,"2,715.72",25.74,243.64,12.55,16.35,5.98%,1.0,7.57,3.57%,-0.82%,4.39%
1915.11,9.46,0.43,0.85,10.3,1915.87,4.08,294.03,13.34,"2,794.03",26.42,251.05,12.86,16.74,5.79%,1.0,7.53,3.46%,-0.90%,4.35%
1915.12,9.48,0.43,0.88,10.3,1915.96,4.07,294.65,13.37,"2,810.52",27.35,260.89,12.88,16.75,5.68%,1.0,7.56,3.66%,-0.84%,4.51%
1916.01,9.33,0.44,0.93,10.4,1916.04,4.05,287.2,13.57,"2,750.24",28.76,275.38,12.54,16.3,6.00%,1.0,7.53,4.09%,-0.75%,4.84%
1916.02,9.2,0.45,0.99,10.4,1916.12,4.07,283.2,13.9,"2,723.02",30.42,292.52,12.35,16.03,6.11%,1.0,7.54,4.25%,-0.72%,4.97%
1916.03,9.17,0.46,1.04,10.5,1916.21,4.08,279.59,14.1,"2,699.59",31.77,306.76,12.18,15.79,6.31%,1.0,7.49,3.71%,-0.54%,4.25%
1916.04,9.07,0.47,1.1,10.6,1916.29,4.1,273.93,14.29,"2,656.46",33.13,321.29,11.91,15.42,6.57%,1.0,7.43,3.58%,-0.47%,4.04%
1916.05,9.27,0.48,1.15,10.7,1916.37,4.11,277.36,14.49,"2,701.37",34.44,335.41,12.03,15.55,6.46%,1.0,7.38,3.58%,-0.28%,3.86%
1916.06,9.36,0.5,1.21,10.8,1916.46,4.13,277.45,14.67,"2,714.25",35.72,349.43,12.0,15.49,6.56%,1.0,7.33,4.12%,-0.10%,4.22%
1916.07,9.23,0.51,1.26,10.8,1916.54,4.14,273.6,14.99,"2,688.78",37.32,366.76,11.79,15.21,7.04%,1.0,7.34,4.81%,0.04%,4.77%
1916.08,9.3,0.52,1.31,10.9,1916.62,4.16,273.15,15.18,"2,696.74",38.56,380.73,11.73,15.11,6.93%,1.0,7.29,5.29%,0.22%,5.07%
1916.09,9.68,0.53,1.37,11.1,1916.71,4.17,279.19,15.21,"2,768.87",39.46,391.3,11.94,15.36,6.83%,1.0,7.18,5.16%,0.38%,4.78%
1916.1,9.98,0.54,1.42,11.3,1916.79,4.19,282.74,15.25,"2,816.76",40.29,401.35,12.05,15.46,6.70%,1.0,7.07,4.72%,0.53%,4.20%
1916.11,10.21,0.55,1.48,11.5,1916.87,4.2,284.23,15.29,"2,844.25",41.09,411.18,12.05,15.44,6.75%,1.0,6.96,4.74%,0.68%,4.07%
1916.12,9.8,0.56,1.53,11.6,1916.96,4.22,270.46,15.46,"2,719.39",42.23,424.56,11.41,14.6,7.18%,1.0,6.91,5.50%,0.79%,4.70%
1917.01,9.57,0.57,1.51,11.7,1917.04,4.23,261.86,15.62,"2,645.96",41.29,417.22,10.99,14.04,7.70%,1.0,6.87,5.88%,1.02%,4.86%
1917.02,9.03,0.58,1.49,12.0,1917.12,4.26,240.91,15.52,"2,447.31",39.7,403.28,10.06,12.84,8.55%,1.0,6.71,7.02%,1.35%,5.67%
1917.03,9.31,0.59,1.47,12.0,1917.21,4.29,248.38,15.81,"2,536.57",39.16,399.97,10.33,13.17,8.38%,1.0,6.72,6.91%,1.43%,5.48%
1917.04,9.17,0.6,1.45,12.6,1917.29,4.32,232.99,15.33,"2,392.50",36.77,377.53,9.64,12.29,9.54%,1.0,6.4,7.84%,1.94%,5.90%
1917.05,8.86,0.61,1.43,12.8,1917.37,4.34,221.6,15.36,"2,288.65",35.67,368.35,9.14,11.65,10.03%,1.0,6.31,8.67%,2.06%,6.61%
1917.06,9.04,0.63,1.41,13.0,1917.46,4.37,222.62,15.39,"2,312.47",34.6,359.4,9.15,11.67,10.04%,1.0,6.22,8.62%,2.12%,6.50%
1917.07,8.79,0.64,1.38,12.8,1917.54,4.4,219.85,15.9,"2,297.41",34.62,361.73,9.0,11.49,10.03%,1.0,6.33,9.16%,2.15%,7.01%
1917.08,8.53,0.65,1.36,13.0,1917.62,4.43,210.06,15.93,"2,209.03",33.57,352.98,8.57,10.95,10.72%,1.0,6.24,10.26%,2.38%,7.88%
1917.09,8.12,0.66,1.34,13.3,1917.71,4.46,195.45,15.83,"2,069.29",32.33,342.25,7.95,10.17,11.84%,1.0,6.11,11.58%,2.57%,9.01%
1917.1,7.68,0.67,1.32,13.5,1917.79,4.49,182.12,15.85,"1,942.14",31.35,334.31,7.39,9.47,12.82%,1.0,6.03,12.09%,2.68%,9.42%
1917.11,7.04,0.68,1.3,13.5,1917.87,4.51,166.95,16.11,"1,794.61",30.85,331.65,6.75,8.69,14.50%,1.0,6.04,13.34%,2.75%,10.59%
1917.12,6.8,0.69,1.28,13.7,1917.96,4.54,158.9,16.12,"1,722.57",29.91,324.25,6.41,8.28,15.63%,1.0,5.96,14.12%,2.92%,11.20%
1918.01,7.21,0.68,1.26,14.0,1918.04,4.57,164.87,15.55,"1,801.34",28.72,313.8,6.64,8.6,15.41%,1.0,5.84,13.69%,3.15%,10.54%
1918.02,7.43,0.67,1.23,14.1,1918.12,4.56,168.7,15.21,"1,856.99",27.97,307.92,6.78,8.81,15.29%,1.0,5.82,13.39%,3.31%,10.07%
1918.03,7.28,0.66,1.21,14.0,1918.21,4.56,166.47,15.09,"1,846.34",27.62,306.37,6.69,8.7,15.44%,1.0,5.89,14.09%,3.20%,10.88%
1918.04,7.21,0.65,1.18,14.2,1918.29,4.55,162.55,14.65,"1,816.38",26.67,298.03,6.52,8.51,15.85%,1.0,5.83,15.01%,3.31%,11.70%
1918.05,7.44,0.64,1.16,14.5,1918.37,4.55,164.27,14.13,"1,848.70",25.59,287.99,6.58,8.61,15.94%,1.0,5.73,15.13%,3.44%,11.70%
1918.06,7.45,0.63,1.14,14.7,1918.46,4.54,162.25,13.72,"1,838.87",24.72,280.15,6.5,8.52,16.29%,1.0,5.68,14.72%,3.60%,11.12%
1918.07,7.51,0.62,1.11,15.1,1918.54,4.54,159.22,13.14,"1,816.99",23.55,268.8,6.37,8.38,16.76%,1.0,5.55,14.99%,3.85%,11.14%
1918.08,7.58,0.61,1.09,15.4,1918.62,4.53,157.58,12.68,"1,810.26",22.6,259.6,6.3,8.31,17.15%,1.0,5.47,15.44%,4.02%,11.42%
1918.09,7.54,0.6,1.06,15.7,1918.71,4.52,153.75,12.23,"1,778.01",21.68,250.67,6.15,8.12,17.76%,1.0,5.39,16.33%,4.07%,12.27%
1918.1,7.86,0.59,1.04,16.0,1918.79,4.52,157.27,11.81,"1,830.09",20.77,241.68,6.29,8.33,17.48%,1.0,5.31,16.34%,4.29%,12.05%
