Date,P,D,E,CPI,Fraction,Rate_GS10,Real_Price,Real_Dividend,Real_Total_Return_Price,Real_Earnings,Real_Scaled_Earnings,CAPE,TR_CAPE,Excess_CAPE_Yield,Monthly_Total_Returns,Real_Total_Returns,Annualized_Stock_Real_Return_10Y,Annualized_Bonds_Real_Return_10Y,Real_Excess_Annualized_Returns_10Y
1987.07,310.1,8.57,14.9,113.8,1987.54,8.45,872.37,24.1,"268,151.07",41.92,"12,884.40",17.31,21.61,3.76%,0.99,15.33,10.95%,5.64%,5.31%
1987.08,329.4,8.61,15.38,114.4,1987.62,8.76,921.8,24.1,"283,963.76",43.04,"13,258.54",18.33,22.85,3.15%,0.96,15.04,10.33%,5.81%,4.53%
1987.09,318.7,8.66,15.86,115.0,1987.71,9.42,887.21,24.11,"273,925.13",44.15,"13,631.79",17.68,22.01,2.71%,1.0,14.44,10.84%,6.34%,4.49%
1987.1,280.2,8.71,16.41,115.3,1987.79,9.52,778.0,24.18,"240,829.69",45.55,"14,101.43",15.53,19.31,3.39%,1.05,14.42,12.43%,6.52%,5.90%
1987.11,245.0,8.76,16.95,115.4,1987.87,8.86,679.67,24.3,"211,019.98",47.03,"14,601.98",13.59,16.89,4.92%,1.0,15.15,13.80%,6.18%,7.62%
1987.12,241.0,8.81,17.5,115.4,1987.96,8.99,668.58,24.44,"208,207.10",48.55,"15,118.77",13.39,16.62,4.87%,1.03,15.13,14.26%,6.31%,7.95%
1988.01,250.5,8.86,17.86,115.7,1988.04,8.67,693.13,24.51,"216,489.26",49.43,"15,437.97",13.9,17.24,4.88%,1.04,15.53,13.82%,6.28%,7.54%
1988.02,258.1,8.9,18.23,116.0,1988.12,8.21,712.31,24.57,"223,120.08",50.3,"15,756.46",14.3,17.71,5.10%,1.0,16.08,14.17%,5.92%,8.25%
1988.03,265.7,8.95,18.59,116.5,1988.21,8.37,730.14,24.59,"229,346.25",51.09,"16,046.47",14.67,18.15,4.72%,0.98,15.95,14.42%,5.97%,8.45%
1988.04,262.6,9.04,19.62,117.1,1988.29,8.72,717.92,24.72,"226,156.15",53.63,"16,894.28",14.43,17.84,4.45%,0.98,15.61,14.95%,6.24%,8.71%
1988.05,256.1,9.14,20.64,117.5,1988.37,9.09,697.77,24.89,"220,460.88",56.24,"17,770.56",14.03,17.33,4.22%,1.02,15.3,15.19%,6.48%,8.72%
1988.06,270.7,9.23,21.67,118.0,1988.46,8.92,734.42,25.04,"232,701.04",58.79,"18,628.12",14.77,18.21,3.96%,1.0,15.52,14.57%,6.48%,8.09%
1988.07,269.1,9.31,22.02,118.5,1988.54,9.06,727.0,25.14,"231,013.45",59.5,"18,906.27",14.61,17.99,3.86%,0.99,15.43,15.14%,6.61%,8.53%
1988.08,263.7,9.38,22.38,119.0,1988.62,9.26,709.42,25.24,"226,095.02",60.2,"19,185.67",14.24,17.52,3.83%,1.03,15.28,14.55%,6.85%,7.70%
1988.09,268.0,9.46,22.73,119.8,1988.71,8.98,716.17,25.28,"228,918.78",60.74,"19,415.39",14.37,17.65,4.04%,1.02,15.57,13.82%,7.11%,6.70%
1988.1,277.4,9.55,23.07,120.2,1988.79,8.8,738.83,25.44,"236,837.02",61.45,"19,699.39",14.81,18.17,3.95%,1.0,15.82,13.55%,7.20%,6.35%
1988.11,271.0,9.64,23.42,120.3,1988.87,8.96,721.18,25.65,"231,865.83",62.32,"20,035.18",14.45,17.69,3.93%,1.0,15.76,14.98%,7.03%,7.95%
1988.12,276.5,9.75,23.75,120.5,1988.96,9.11,734.6,25.9,"236,872.96",63.1,"20,346.23",14.7,17.98,3.63%,1.01,15.69,15.20%,7.27%,7.94%
1989.01,285.4,9.81,24.16,121.1,1989.04,9.09,754.48,25.94,"243,983.17",63.87,"20,653.94",15.09,18.43,3.43%,1.0,15.76,15.40%,7.18%,8.22%
1989.02,294.0,9.9,24.56,121.6,1989.12,9.17,774.02,26.06,"251,003.84",64.66,"20,968.21",15.47,18.86,3.11%,1.0,15.73,15.05%,6.99%,8.06%
1989.03,292.7,10.01,24.96,122.3,1989.21,9.36,766.19,26.2,"249,171.76",65.34,"21,248.13",15.3,18.62,2.95%,1.02,15.57,15.44%,6.93%,8.51%
1989.04,302.3,10.09,25.05,123.1,1989.29,9.18,786.18,26.23,"256,382.60",65.14,"21,242.27",15.69,19.06,2.91%,1.03,15.77,15.50%,6.80%,8.70%
1989.05,313.9,10.19,25.13,123.8,1989.37,8.86,811.73,26.36,"265,431.69",64.99,"21,252.55",16.19,19.63,2.96%,1.05,16.13,15.09%,6.31%,8.78%
1989.06,323.7,10.37,25.22,124.1,1989.46,8.28,835.05,26.75,"273,785.78",65.06,"21,331.10",16.64,20.15,3.28%,1.02,16.84,14.67%,5.61%,9.05%
1989.07,331.9,10.42,24.71,124.4,1989.54,8.02,854.14,26.82,"280,777.27",63.59,"20,903.91",17.01,20.56,3.32%,1.0,17.21,14.85%,5.49%,9.36%
1989.08,346.6,10.55,24.2,124.6,1989.62,8.11,890.53,27.1,"293,484.69",62.18,"20,491.43",17.73,21.39,2.91%,1.0,17.19,13.88%,5.41%,8.47%
1989.09,347.3,10.73,23.69,125.0,1989.71,8.19,889.48,27.48,"293,891.09",60.67,"20,046.88",17.71,21.33,2.75%,1.02,17.16,13.74%,5.44%,8.29%
1989.1,347.4,10.8,23.43,125.6,1989.79,8.01,885.48,27.52,"293,329.09",59.71,"19,780.46",17.64,21.21,2.92%,1.02,17.4,13.59%,5.18%,8.41%
1989.11,340.2,10.92,23.16,125.9,1989.87,7.87,865.07,27.78,"287,332.02",58.9,"19,563.66",17.24,20.7,3.12%,1.01,17.65,14.61%,5.14%,9.46%
1989.12,348.6,11.06,22.87,126.1,1989.96,7.84,885.02,28.08,"294,736.87",58.06,"19,336.29",17.65,21.15,2.92%,0.98,17.77,14.63%,4.93%,9.70%
1990.01,339.97,11.14,22.49,127.4,1990.04,8.21,854.3,27.99,"285,284.14",56.51,"18,872.37",17.05,20.41,2.71%,0.99,17.26,14.96%,4.97%,9.99%
1990.02,330.45,11.23,22.08,128.0,1990.12,8.47,826.49,28.09,"276,777.27",55.22,"18,493.70",16.51,19.74,2.55%,1.0,17.0,14.95%,5.23%,9.72%
1990.03,338.46,11.32,21.67,128.7,1990.21,8.59,841.92,28.16,"282,730.20",53.9,"18,101.88",16.83,20.1,2.21%,0.99,16.89,15.05%,5.47%,9.59%
1990.04,338.18,11.44,21.53,128.9,1990.29,8.79,839.91,28.4,"282,852.88",53.48,"18,010.40",16.81,20.06,1.91%,1.01,16.76,15.21%,5.80%,9.40%
1990.05,350.25,11.55,21.4,129.2,1990.37,8.76,867.87,28.63,"293,071.37",53.02,"17,903.67",17.39,20.72,1.67%,1.03,16.88,14.45%,5.42%,9.04%
1990.06,360.39,11.66,21.26,129.9,1990.46,8.48,888.19,28.74,"300,739.65",52.4,"17,741.13",17.82,21.21,1.75%,1.01,17.23,14.46%,5.47%,8.99%
1990.07,360.03,11.73,21.42,130.4,1990.54,8.47,883.9,28.79,"300,099.60",52.59,"17,854.44",17.75,21.1,1.82%,0.99,17.29,14.55%,5.50%,9.05%
1990.08,330.75,11.78,21.58,131.6,1990.62,8.75,804.61,28.66,"273,990.63",52.5,"17,876.70",16.17,19.21,2.11%,1.0,16.94,15.71%,5.94%,9.77%
1990.09,315.41,11.83,21.74,132.7,1990.71,8.89,760.93,28.54,"259,927.11",52.45,"17,915.78",15.3,18.17,2.32%,1.02,16.77,16.13%,6.07%,10.06%
1990.1,307.12,11.93,21.61,133.5,1990.79,8.72,736.49,28.6,"252,392.86",51.81,"17,756.50",14.82,17.59,2.67%,1.03,16.98,15.83%,6.02%,9.81%
1990.11,315.29,12.01,21.47,133.8,1990.87,8.39,754.39,28.74,"259,346.92",51.38,"17,663.21",15.19,18.02,2.77%,1.03,17.44,15.42%,5.79%,9.63%
1990.12,328.75,12.09,21.34,133.8,1990.96,8.08,786.59,28.93,"271,247.40",51.06,"17,607.36",15.85,18.8,2.71%,1.01,17.93,14.52%,5.94%,8.58%
1991.01,325.49,12.11,21.18,134.6,1991.04,8.09,774.16,28.8,"267,788.91",50.38,"17,428.04",15.61,18.5,2.78%,1.02,17.93,14.65%,5.98%,8.67%
1991.02,362.26,12.11,21.03,134.8,1991.12,7.85,860.34,28.77,"298,427.59",49.94,"17,321.67",17.35,20.56,2.28%,0.99,18.32,13.12%,5.81%,7.32%
1991.03,372.28,12.11,20.94,135.0,1991.21,8.11,882.83,28.72,"307,057.77",49.66,"17,271.38",17.82,21.1,1.82%,1.01,18.09,11.71%,6.14%,5.57%
1991.04,379.68,12.13,20.36,135.2,1991.29,8.04,899.04,28.72,"313,530.57",48.22,"16,815.52",18.16,21.48,1.73%,1.0,18.27,11.48%,5.82%,5.66%
1991.05,377.99,12.14,19.86,135.6,1991.37,8.07,892.4,28.66,"312,047.20",46.88,"16,392.57",18.04,21.33,1.68%,0.99,18.3,12.23%,5.60%,6.63%
1991.06,378.29,12.15,19.41,136.0,1991.46,8.28,890.48,28.6,"312,209.75",45.69,"16,019.43",18.02,21.29,1.42%,1.01,18.11,11.93%,5.83%,6.10%
1991.07,380.23,12.19,18.84,136.2,1991.54,8.27,893.74,28.66,"314,187.44",44.28,"15,567.66",18.1,21.38,1.30%,1.03,18.22,11.59%,5.87%,5.72%
1991.08,389.4,12.24,18.33,136.6,1991.62,7.9,912.61,28.68,"321,662.63",42.96,"15,141.44",18.51,21.85,1.50%,1.02,18.75,11.10%,5.83%,5.26%
1991.09,387.2,12.28,17.82,137.2,1991.71,7.65,903.49,28.65,"319,288.21",41.58,"14,694.51",18.36,21.66,1.74%,1.01,19.12,9.81%,5.82%,3.99%
1991.1,386.88,12.25,17.2,137.4,1991.79,7.53,901.43,28.55,"319,400.75",40.08,"14,202.72",18.35,21.64,1.86%,1.01,19.37,10.19%,5.90%,4.30%
1991.11,385.92,12.23,16.59,137.8,1991.87,7.42,896.58,28.41,"318,522.08",38.53,"13,689.96",18.29,21.56,1.98%,1.03,19.59,10.79%,5.77%,5.01%
1991.12,388.51,12.2,15.97,137.9,1991.96,7.09,901.94,28.32,"321,265.73",37.07,"13,205.87",18.44,21.73,2.24%,1.01,20.15,10.90%,5.19%,5.71%
1992.01,416.08,12.24,16.05,138.1,1992.04,7.03,964.55,28.37,"344,407.80",37.2,"13,282.56",19.77,23.29,1.92%,0.98,20.33,10.07%,5.16%,4.91%
1992.02,412.56,12.28,16.12,138.6,1992.12,7.34,952.94,28.36,"341,106.21",37.24,"13,330.81",19.58,23.06,1.66%,0.99,19.93,9.76%,5.47%,4.28%
1992.03,407.36,12.32,16.19,139.3,1992.21,7.54,936.2,28.31,"335,958.92",37.21,"13,352.26",19.28,22.7,1.60%,1.01,19.68,10.39%,5.29%,5.10%
1992.04,407.41,12.32,16.48,139.5,1992.29,7.48,934.97,28.27,"336,363.93",37.83,"13,608.86",19.3,22.71,1.63%,1.01,19.85,9.92%,5.24%,4.69%
1992.05,414.81,12.32,16.77,139.7,1992.37,7.39,950.59,28.23,"342,829.60",38.42,"13,857.24",19.66,23.13,1.54%,1.02,20.07,9.40%,5.21%,4.19%
1992.06,408.27,12.32,17.05,140.2,1992.46,7.26,932.27,28.13,"337,066.58",38.93,"14,076.43",19.32,22.72,1.67%,1.04,20.31,8.92%,5.31%,3.60%
1992.07,415.05,12.34,17.38,140.5,1992.54,6.84,945.72,28.13,"342,779.87",39.6,"14,353.73",19.62,23.07,1.98%,1.02,21.0,7.49%,5.22%,2.27%
1992.08,417.93,12.37,17.71,140.9,1992.62,6.59,949.58,28.1,"345,027.22",40.24,"14,620.71",19.72,23.18,2.21%,1.02,21.44,7.51%,5.34%,2.17%
1992.09,418.48,12.4,18.04,141.3,1992.71,6.42,948.14,28.09,"345,353.94",40.87,"14,887.65",19.71,23.16,2.39%,0.99,21.76,6.95%,5.53%,1.42%
1992.1,412.5,12.39,18.39,141.8,1992.79,6.59,931.3,27.97,"340,067.40",41.52,"15,160.82",19.37,22.76,2.31%,0.99,21.54,6.95%,5.60%,1.36%
1992.11,422.84,12.38,18.74,142.0,1992.87,6.87,953.3,27.92,"348,950.32",42.25,"15,465.26",19.83,23.3,1.95%,1.01,21.19,7.37%,5.71%,1.66%
1992.12,435.64,12.39,19.09,141.9,1992.96,6.77,982.85,27.95,"360,619.60",43.07,"15,802.56",20.45,24.02,1.93%,1.02,21.48,6.93%,5.64%,1.29%
1993.01,435.23,12.41,19.34,142.6,1993.04,6.6,977.1,27.87,"359,363.75",43.42,"15,968.79",20.32,23.87,2.16%,1.03,21.76,6.89%,5.48%,1.42%
1993.02,441.7,12.45,19.59,143.1,1993.12,6.26,988.16,27.85,"364,285.07",43.83,"16,156.54",20.55,24.12,2.48%,1.03,22.35,5.96%,5.28%,0.68%
1993.03,450.16,12.48,19.84,143.6,1993.21,5.98,1003.58,27.82,"370,824.36",44.23,"16,343.42",20.86,24.48,2.72%,1.01,22.85,5.85%,5.09%,0.75%
1993.04,443.08,12.49,19.67,144.0,1993.29,5.97,985.05,27.78,"364,833.51",43.73,"16,196.34",20.46,24.01,2.78%,1.0,22.92,6.59%,4.99%,1.60%
1993.05,445.25,12.51,19.5,144.2,1993.37,6.04,988.51,27.77,"366,968.78",43.29,"16,071.63",20.52,24.07,2.65%,1.01,22.88,7.10%,5.39%,1.70%
1993.06,448.06,12.52,19.33,144.4,1993.46,5.96,993.37,27.76,"369,631.98",42.86,"15,946.49",20.61,24.18,2.69%,1.02,23.1,7.60%,5.52%,2.08%
1993.07,447.29,12.52,19.69,144.4,1993.54,5.81,991.66,27.76,"369,857.47",43.65,"16,281.37",20.56,24.12,2.81%,1.01,23.48,7.65%,4.80%,2.85%
1993.08,454.13,12.52,20.05,144.8,1993.62,5.68,1004.04,27.68,"375,336.37",44.33,"16,571.23",20.81,24.41,2.88%,1.03,23.75,7.43%,4.27%,3.16%
1993.09,459.24,12.52,20.41,145.1,1993.71,5.36,1013.24,27.62,"379,635.53",45.03,"16,872.14",20.99,24.61,3.12%,1.01,24.4,7.61%,4.14%,3.47%
1993.1,463.9,12.54,20.9,145.7,1993.79,5.33,1019.31,27.55,"382,768.85",45.92,"17,244.81",21.11,24.74,3.14%,0.97,24.46,7.75%,4.15%,3.60%
1993.11,462.89,12.56,21.39,145.8,1993.87,5.72,1016.39,27.58,"382,536.56",46.97,"17,676.89",21.04,24.65,2.75%,1.0,23.84,7.92%,4.48%,3.44%
1993.12,465.95,12.58,21.89,145.8,1993.96,5.77,1023.11,27.62,"385,931.72",48.06,"18,130.80",21.16,24.78,2.66%,1.01,23.86,8.16%,4.54%,3.62%
1994.01,472.99,12.62,22.16,146.2,1994.04,5.75,1035.73,27.64,"391,559.78",48.52,"18,342.19",21.41,25.06,2.60%,0.99,23.94,8.47%,4.59%,3.88%
1994.02,471.58,12.67,22.43,146.7,1994.12,5.97,1029.12,27.64,"389,932.80",48.96,"18,549.30",21.26,24.88,2.39%,0.97,23.58,8.57%,4.79%,3.79%
1994.03,463.81,12.71,22.71,147.2,1994.21,6.48,1008.72,27.64,"383,078.20",49.39,"18,757.05",20.83,24.36,2.00%,0.97,22.75,8.53%,5.35%,3.18%
1994.04,447.23,12.75,23.54,147.4,1994.29,6.97,971.35,27.7,"369,759.55",51.13,"19,462.33",20.06,23.44,1.66%,0.99,22.04,8.98%,5.23%,3.75%
1994.05,450.9,12.8,24.37,147.5,1994.37,7.18,978.65,27.77,"373,422.15",52.89,"20,182.52",20.2,23.59,1.39%,1.01,21.83,8.53%,5.00%,3.53%
1994.06,454.83,12.84,25.2,148.0,1994.46,7.1,983.85,27.77,"376,287.45",54.51,"20,848.33",20.29,23.69,1.45%,0.99,22.01,8.72%,4.91%,3.80%
1994.07,451.4,12.87,25.91,148.4,1994.54,7.3,973.8,27.76,"373,328.06",55.9,"21,428.73",20.07,23.42,1.29%,1.01,21.77,8.57%,5.28%,3.30%
1994.08,464.24,12.9,26.62,149.0,1994.62,7.24,997.46,27.72,"383,286.71",57.2,"21,978.06",20.54,23.95,1.24%,0.99,21.91,8.13%,5.43%,2.70%
1994.09,466.96,12.92,27.33,149.4,1994.71,7.46,1000.62,27.69,"385,386.73",58.56,"22,555.72",20.58,23.98,0.99%,0.99,21.64,8.35%,5.70%,2.65%
1994.1,463.81,13.01,28.42,149.5,1994.79,7.74,993.21,27.87,"383,425.36",60.86,"23,494.42",20.4,23.75,0.73%,0.99,21.34,8.36%,5.85%,2.50%
1994.11,461.01,13.1,29.51,149.7,1994.87,7.96,985.89,28.01,"381,502.51",63.11,"24,420.60",20.21,23.51,0.57%,1.02,21.13,8.91%,5.91%,3.00%
1994.12,455.19,13.17,30.6,149.7,1994.96,7.81,973.44,28.16,"377,594.47",65.44,"25,383.67",19.91,23.15,0.79%,1.01,21.49,9.36%,5.78%,3.58%
1995.01,465.25,13.18,31.25,150.3,1995.04,7.78,990.99,28.07,"385,306.34",66.56,"25,880.33",20.22,23.49,0.77%,1.03,21.59,8.97%,5.75%,3.21%
1995.02,481.92,13.18,31.9,150.9,1995.12,7.47,1022.41,27.96,"398,431.01",67.68,"26,373.57",20.8,24.14,0.93%,1.03,22.11,8.72%,5.52%,3.20%
1995.03,493.15,13.17,32.55,151.4,1995.21,7.2,1042.78,27.85,"407,273.38",68.83,"26,881.78",21.15,24.53,1.12%,1.02,22.59,8.37%,4.97%,3.40%
1995.04,507.91,13.24,33.18,151.9,1995.29,7.06,1070.46,27.91,"418,990.80",69.92,"27,368.49",21.64,25.07,1.14%,1.04,22.88,7.73%,4.94%,2.79%
1995.05,523.81,13.31,33.8,152.2,1995.37,6.63,1101.79,27.99,"432,168.44",71.1,"27,889.35",22.2,25.68,1.43%,1.04,23.68,7.55%,4.79%,2.76%
1995.06,539.35,13.36,34.43,152.5,1995.46,6.17,1132.25,28.05,"445,031.04",72.28,"28,409.05",22.72,26.26,1.78%,1.0,24.57,7.46%,4.56%,2.90%
1995.07,557.37,13.44,34.68,152.5,1995.54,6.28,1170.08,28.21,"460,823.93",72.8,"28,672.83",23.38,26.99,1.53%,0.99,24.5,7.23%,4.42%,2.81%
1995.08,559.11,13.51,34.93,152.9,1995.62,6.49,1170.66,28.29,"461,981.60",73.14,"28,861.97",23.28,26.86,1.34%,1.03,24.19,7.18%,4.47%,2.71%
1995.09,578.77,13.58,35.18,153.2,1995.71,6.2,1209.45,28.38,"478,223.04",73.52,"29,068.35",23.95,27.59,1.51%,1.02,24.79,6.71%,4.17%,2.54%
1995.1,582.92,13.65,34.77,153.7,1995.79,6.04,1214.16,28.43,"481,022.05",72.43,"28,694.72",23.93,27.54,1.66%,1.01,25.13,6.34%,3.83%,2.51%
1995.11,595.53,13.72,34.37,153.6,1995.87,5.93,1241.23,28.6,"492,691.77",71.63,"28,432.14",24.35,28.0,1.67%,1.02,25.48,6.59%,3.74%,2.85%
1995.12,614.57,13.79,33.96,153.5,1995.96,5.71,1281.75,28.76,"509,726.45",70.83,"28,166.54",25.03,28.75,1.74%,1.01,26.04,6.50%,3.65%,2.84%
1996.01,614.42,13.89,33.99,154.4,1996.04,5.65,1273.97,28.81,"507,586.23",70.47,"28,077.18",24.76,28.42,1.87%,0.99,26.13,6.62%,3.62%,3.00%
1996.02,649.54,14.0,34.01,154.9,1996.12,5.81,1342.44,28.93,"535,828.04",70.3,"28,058.75",25.98,29.78,1.59%,0.97,25.86,6.02%,3.62%,2.40%
1996.03,647.07,14.1,34.04,155.7,1996.21,6.27,1330.46,28.99,"532,012.11",69.99,"27,987.22",25.63,29.36,1.28%,0.99,24.98,6.19%,3.84%,2.35%
1996.04,647.17,14.16,34.33,156.3,1996.29,6.51,1325.56,29.0,"531,017.97",70.32,"28,168.56",25.42,29.1,1.13%,0.99,24.58,6.21%,3.74%,2.46%
1996.05,661.23,14.21,34.62,156.6,1996.37,6.74,1351.76,29.06,"542,485.15",70.77,"28,402.88",25.81,29.52,0.83%,0.99,24.25,5.84%,3.77%,2.07%
1996.06,668.5,14.27,34.91,156.7,1996.46,6.91,1365.75,29.15,"549,074.58",71.32,"28,673.44",25.97,29.67,0.59%,1.01,24.08,5.40%,3.87%,1.53%
1996.07,644.07,14.4,35.27,157.0,1996.54,6.87,1313.33,29.36,"528,981.82",71.93,"28,970.35",24.86,28.38,0.82%,1.02,24.24,5.84%,3.83%,2.01%
1996.08,662.68,14.53,35.64,157.3,1996.62,6.64,1348.7,29.57,"544,220.98",72.53,"29,266.37",25.41,28.99,0.96%,0.99,24.74,5.76%,3.81%,1.95%
1996.09,674.88,14.66,36.0,157.8,1996.71,6.83,1369.18,29.74,"553,484.09",73.04,"29,524.40",25.68,29.27,0.72%,1.03,24.46,5.90%,4.15%,1.75%
1996.1,701.46,14.74,36.91,158.3,1996.79,6.53,1418.61,29.81,"574,470.08",74.65,"30,227.94",26.48,30.16,0.92%,1.03,25.05,5.94%,3.99%,1.95%
1996.11,735.67,14.82,37.82,158.6,1996.87,6.2,1484.98,29.91,"602,356.69",76.34,"30,966.51",27.59,31.38,1.11%,1.0,25.75,5.66%,3.87%,1.79%
1996.12,743.25,14.9,38.73,158.6,1996.96,6.3,1500.28,30.08,"609,579.75",78.18,"31,764.58",27.72,31.51,0.99%,0.98,25.69,5.75%,3.95%,1.80%
1997.01,766.22,14.95,39.23,159.1,1997.04,6.58,1541.78,30.09,"627,462.57",78.95,"32,128.41",28.33,32.17,0.60%,1.02,25.23,5.48%,3.98%,1.50%
1997.02,798.39,15.01,39.74,159.6,1997.12,6.42,1601.48,30.1,"652,779.41",79.71,"32,489.51",29.27,33.19,0.64%,0.99,25.58,5.18%,3.86%,1.32%
1997.03,792.16,15.06,40.24,160.0,1997.21,6.69,1585.01,30.13,"647,089.97",80.52,"32,870.76",28.8,32.64,0.40%,0.99,25.15,4.91%,4.11%,0.80%
1997.04,763.93,15.09,40.34,160.2,1997.29,6.89,1526.62,30.16,"624,276.88",80.62,"32,968.19",27.59,31.23,0.31%,1.02,24.9,5.65%,4.08%,1.57%
1997.05,833.09,15.13,40.45,160.1,1997.37,6.71,1665.87,30.25,"682,249.82",80.88,"33,123.38",29.93,33.84,0.17%,1.02,25.39,5.00%,3.81%,1.19%
1997.06,876.29,15.16,40.55,160.3,1997.46,6.49,1750.07,30.28,"717,765.92",80.98,"33,214.36",31.26,35.31,0.22%,1.03,25.9,4.49%,3.34%,1.15%
1997.07,925.29,15.22,40.58,160.5,1997.54,6.22,1845.62,30.35,"757,994.59",80.94,"33,243.01",32.77,36.97,0.33%,1.0,26.53,3.98%,3.22%,0.76%
1997.08,927.24,15.27,40.61,160.8,1997.62,6.3,1846.06,30.41,"759,215.58",80.85,"33,251.09",32.59,36.73,0.23%,1.01,26.46,3.54%,3.57%,-0.03%
1997.09,937.02,15.33,40.64,161.2,1997.71,6.21,1860.9,30.45,"766,362.98",80.71,"33,238.34",32.67,36.78,0.29%,1.02,26.71,3.73%,3.61%,0.12%
1997.1,951.16,15.39,40.33,161.6,1997.79,6.03,1884.31,30.48,"777,048.24",79.9,"32,950.21",32.9,37.0,0.44%,1.02,27.14,3.87%,3.45%,0.41%
1997.11,938.92,15.44,40.03,161.5,1997.87,5.88,1861.21,30.61,"768,575.76",79.34,"32,764.83",32.34,36.32,0.63%,1.01,27.59,3.41%,3.57%,-0.16%
1997.12,962.37,15.5,39.72,161.3,1997.96,5.81,1910.06,30.76,"789,806.74",78.83,"32,597.78",33.03,37.06,0.62%,1.03,27.91,3.26%,3.54%,-0.28%
1998.01,963.36,15.55,39.66,161.6,1998.04,5.54,1908.48,30.81,"790,213.00",78.57,"32,531.81",32.86,36.83,0.90%,1.0,28.57,2.50%,3.58%,-1.08%
1998.02,1023.74,15.6,39.6,161.9,1998.12,5.57,2024.34,30.85,"839,249.09",78.3,"32,463.58",34.71,38.86,0.70%,1.0,28.58,1.69%,3.58%,-1.89%
1998.03,1076.83,15.64,39.54,162.2,1998.21,5.65,2125.38,30.87,"882,205.33",78.04,"32,393.60",36.3,40.58,0.47%,1.01,28.49,0.83%,3.75%,-2.92%
1998.04,1112.2,15.75,39.35,162.5,1998.29,5.64,2191.14,31.03,"910,573.72",77.52,"32,216.40",37.28,41.63,0.37%,1.0,28.59,0.87%,3.54%,-2.67%
1998.05,1108.42,15.85,39.16,162.8,1998.37,5.65,2179.67,31.17,"906,886.12",77.01,"32,039.89",36.96,41.22,0.37%,1.02,28.65,1.08%,3.29%,-2.21%
1998.06,1108.39,15.95,38.97,163.0,1998.46,5.5,2176.93,31.33,"906,835.02",76.54,"31,883.51",36.8,40.99,0.50%,1.01,29.08,0.54%,2.88%,-2.34%
1998.07,1156.58,16.02,38.68,163.2,1998.54,5.46,2268.8,31.42,"946,192.96",75.87,"31,641.24",38.26,42.56,0.41%,1.01,29.26,-0.56%,2.87%,-3.43%
1998.08,1074.62,16.08,38.38,163.4,1998.62,5.34,2105.44,31.51,"879,160.92",75.2,"31,401.89",35.42,39.36,0.70%,1.05,29.63,0.42%,2.92%,-2.50%
1998.09,1020.64,16.14,38.09,163.6,1998.71,4.81,1997.24,31.58,"835,077.40",74.54,"31,164.86",33.53,37.21,1.34%,1.03,30.96,0.46%,2.69%,-2.23%
1998.1,1032.47,16.17,37.96,164.0,1998.79,4.53,2015.46,31.56,"843,795.80",74.11,"31,025.86",33.77,37.44,1.59%,0.98,31.7,-1.79%,2.48%,-4.27%
1998.11,1144.43,16.18,37.84,164.0,1998.87,4.83,2234.01,31.59,"936,398.32",73.86,"30,958.84",37.37,41.38,0.99%,1.02,31.07,-3.49%,3.15%,-6.64%
1998.12,1190.05,16.2,37.71,163.9,1998.96,4.65,2324.48,31.64,"975,425.00",73.66,"30,909.02",38.82,42.93,1.05%,1.0,31.66,-3.82%,4.06%,-7.88%
1999.01,1248.77,16.28,37.93,164.3,1999.04,4.72,2433.24,31.73,"1,022,172.47",73.91,"31,050.08",40.58,44.81,0.84%,0.98,31.53,-4.41%,3.99%,-8.40%
1999.02,1246.58,16.37,38.16,164.5,1999.12,5.0,2426.02,31.85,"1,020,254.32",74.26,"31,229.05",40.4,44.56,0.54%,0.99,30.92,-5.10%,3.84%,-8.94%
1999.03,1281.66,16.45,38.38,165.0,1999.21,5.23,2486.73,31.92,"1,046,905.16",74.47,"31,350.14",41.36,45.55,0.23%,1.01,30.41,-5.92%,4.06%,-9.98%
1999.04,1334.76,16.45,39.26,166.2,1999.29,5.18,2571.06,31.69,"1,083,518.72",75.62,"31,870.11",42.7,46.97,0.21%,0.98,30.44,-5.18%,3.95%,-9.12%
1999.05,1332.07,16.45,40.14,166.2,1999.37,5.54,2565.88,31.69,"1,082,447.86",77.32,"32,618.00",42.56,46.75,-0.20%,0.98,29.74,-4.58%,3.87%,-8.45%
1999.06,1322.55,16.45,41.02,166.2,1999.46,5.9,2547.54,31.69,"1,075,825.80",79.01,"33,367.64",42.18,46.27,-0.57%,1.01,29.07,-4.33%,3.66%,-8.00%
1999.07,1380.99,16.51,42.0,166.7,1999.54,5.79,2652.13,31.71,"1,121,110.33",80.66,"34,096.29",43.83,48.01,-0.54%,0.99,29.37,-4.59%,3.75%,-8.34%
1999.08,1327.49,16.58,42.98,167.1,1999.62,5.94,2543.29,31.76,"1,076,217.18",82.34,"34,844.57",41.93,45.87,-0.58%,1.01,29.11,-3.47%,3.82%,-7.29%
1999.09,1318.17,16.64,43.96,167.9,1999.71,5.92,2513.4,31.73,"1,064,688.25",83.82,"35,506.57",41.32,45.15,-0.51%,0.99,29.16,-3.03%,3.99%,-7.02%
1999.1,1300.01,16.66,45.36,168.2,1999.79,6.11,2474.35,31.7,"1,049,266.72",86.34,"36,613.75",40.55,44.26,-0.68%,1.01,28.84,-2.66%,4.13%,-6.80%
